Protein,Filename,Chain
4YRD,pdb4yrd.ent.gz,A
3LMK,pdb3lmk.ent.gz,A
3RGH,pdb3rgh.ent.gz,A
7LAF,7LAF.pdb.gz,A
2IHC,pdb2ihc.ent.gz,A
5C91,pdb5c91.ent.gz,A
4FZ4,pdb4fz4.ent.gz,A
6GH8,pdb6gh8.ent.gz,B
6GH8,pdb6gh8.ent.gz,A
6BMS,pdb6bms.ent.gz,A
5I97,pdb5i97.ent.gz,A
3PZ7,pdb3pz7.ent.gz,A
4RU0,pdb4ru0.ent.gz,A
3KYQ,pdb3kyq.ent.gz,A
4I1A,pdb4i1a.ent.gz,A
5DH0,pdb5dh0.ent.gz,A
7ASW,pdb7asw.ent.gz,A
4R80,pdb4r80.ent.gz,A
1YA5,pdb1ya5.ent.gz,T
6VE6,pdb6ve6.ent.gz,A
5OQD,pdb5oqd.ent.gz,A
8DTU,8DTU.pdb.gz,A
4OIF,pdb4oif.ent.gz,A
5XBJ,pdb5xbj.ent.gz,A
4Q5F,pdb4q5f.ent.gz,A
4C47,pdb4c47.ent.gz,A
4R7R,pdb4r7r.ent.gz,A
7EMG,pdb7emg.ent.gz,A
4HDI,pdb4hdi.ent.gz,B
5KVM,pdb5kvm.ent.gz,A
5KVM,pdb5kvm.ent.gz,C
6LCU,pdb6lcu.ent.gz,A
4BA7,pdb4ba7.ent.gz,A
5UFV,pdb5ufv.ent.gz,A
6U6A,pdb6u6a.ent.gz,A
3IEH,pdb3ieh.ent.gz,A
6CMV,pdb6cmv.ent.gz,A
7T1W,7T1W.pdb.gz,H
5UIV,pdb5uiv.ent.gz,A
4UV6,pdb4uv6.ent.gz,A
2QK4,pdb2qk4.ent.gz,A
4HSP,pdb4hsp.ent.gz,A
6MQR,pdb6mqr.ent.gz,H
6MQR,pdb6mqr.ent.gz,L
6Z1M,pdb6z1m.ent.gz,A
2OCD,pdb2ocd.ent.gz,A
4R7U,pdb4r7u.ent.gz,A
3ZYT,pdb3zyt.ent.gz,A
6LTA,pdb6lta.ent.gz,A
5N69,pdb5n69.ent.gz,A
3RRV,pdb3rrv.ent.gz,A
6CUQ,pdb6cuq.ent.gz,A
5KIN,pdb5kin.ent.gz,B
5KIN,pdb5kin.ent.gz,A
4YS4,pdb4ys4.ent.gz,A
5TGT,pdb5tgt.ent.gz,A
2V3B,pdb2v3b.ent.gz,B
6RL5,pdb6rl5.ent.gz,A
4WOJ,pdb4woj.ent.gz,A
4FIX,pdb4fix.ent.gz,A
6M2I,pdb6m2i.ent.gz,A
6M2I,pdb6m2i.ent.gz,B
3UN1,pdb3un1.ent.gz,A
4CT0,pdb4ct0.ent.gz,B
2CFO,pdb2cfo.ent.gz,A
4H6W,pdb4h6w.ent.gz,A
4YLI,pdb4yli.ent.gz,A
3L0R,pdb3l0r.ent.gz,A
3RHF,pdb3rhf.ent.gz,A
1V4N,pdb1v4n.ent.gz,A
6IYK,pdb6iyk.ent.gz,A
5BV7,pdb5bv7.ent.gz,A
5ING,pdb5ing.ent.gz,A
2FFJ,pdb2ffj.ent.gz,A
4L5F,pdb4l5f.ent.gz,H
5UXX,pdb5uxx.ent.gz,A
6FU4,pdb6fu4.ent.gz,A
5HU8,pdb5hu8.ent.gz,A
3E7N,pdb3e7n.ent.gz,A
1BUN,pdb1bun.ent.gz,A
1BUN,pdb1bun.ent.gz,B
5ZDK,pdb5zdk.ent.gz,A
4AOW,pdb4aow.ent.gz,A
5G47,pdb5g47.ent.gz,A
3GVC,pdb3gvc.ent.gz,A
1EI7,pdb1ei7.ent.gz,A
2W4S,pdb2w4s.ent.gz,A
7E1T,7E1T.pdb.gz,C
5WAB,pdb5wab.ent.gz,A
7NZZ,7NZZ.pdb.gz,A
1PP7,pdb1pp7.ent.gz,U
7Y3I,7Y3I.pdb.gz,A
4EO9,pdb4eo9.ent.gz,A
6W6A,pdb6w6a.ent.gz,A
5UBV,pdb5ubv.ent.gz,A
7A9X,pdb7a9x.ent.gz,A
4DYJ,pdb4dyj.ent.gz,A
2FH5,pdb2fh5.ent.gz,B
2FH5,pdb2fh5.ent.gz,A
6EUN,pdb6eun.ent.gz,A
4YWS,pdb4yws.ent.gz,A
6XOC,pdb6xoc.ent.gz,A
4HXB,pdb4hxb.ent.gz,H
1A17,pdb1a17.ent.gz,A
3P31,pdb3p31.ent.gz,A
5WAM,pdb5wam.ent.gz,A
4PWU,pdb4pwu.ent.gz,A
4OKH,pdb4okh.ent.gz,A
4R0B,pdb4r0b.ent.gz,A
7M58,pdb7m58.ent.gz,A
8DGL,8DGL.pdb.gz,A
4RYB,pdb4ryb.ent.gz,A
3H3B,pdb3h3b.ent.gz,A
5AZ4,pdb5az4.ent.gz,A
1HK8,pdb1hk8.ent.gz,A
8FUY,8FUY.pdb.gz,A
5YJE,pdb5yje.ent.gz,A
6JOM,pdb6jom.ent.gz,A
8DQU,8DQU.pdb.gz,A
6T46,pdb6t46.ent.gz,A
6T46,pdb6t46.ent.gz,B
5H9F,pdb5h9f.ent.gz,A
5H9F,pdb5h9f.ent.gz,D
6AL4,pdb6al4.ent.gz,B
5H9F,pdb5h9f.ent.gz,J
6OY4,pdb6oy4.ent.gz,D
5H9F,pdb5h9f.ent.gz,B
5U55,pdb5u55.ent.gz,A
4LYA,pdb4lya.ent.gz,A
8AFG,8AFG.pdb.gz,A
6EA4,pdb6ea4.ent.gz,A
5YIF,pdb5yif.ent.gz,A
4YIW,pdb4yiw.ent.gz,A
2FEP,pdb2fep.ent.gz,A
6OOR,pdb6oor.ent.gz,H
6OOR,pdb6oor.ent.gz,L
1DPY,pdb1dpy.ent.gz,A
1U3D,pdb1u3d.ent.gz,A
4QKU,pdb4qku.ent.gz,A
4FGW,pdb4fgw.ent.gz,A
5FB3,pdb5fb3.ent.gz,A
6WK3,pdb6wk3.ent.gz,A
2F6I,pdb2f6i.ent.gz,A
2PY8,pdb2py8.ent.gz,A
6HQ2,pdb6hq2.ent.gz,A
4E61,pdb4e61.ent.gz,A
3PGB,pdb3pgb.ent.gz,A
4KQ4,pdb4kq4.ent.gz,H
3KNW,pdb3knw.ent.gz,A
7MO0,7MO0.pdb.gz,B
6CN7,pdb6cn7.ent.gz,A
2X3V,pdb2x3v.ent.gz,A
5O34,pdb5o34.ent.gz,A
3GYG,pdb3gyg.ent.gz,A
4J4Y,pdb4j4y.ent.gz,A
5MQH,pdb5mqh.ent.gz,A
5AWE,pdb5awe.ent.gz,A
7CCM,pdb7ccm.ent.gz,A
5WOS,pdb5wos.ent.gz,A
1LVL,pdb1lvl.ent.gz,A
5FN8,pdb5fn8.ent.gz,A
7E15,pdb7e15.ent.gz,A
6BWT,pdb6bwt.ent.gz,A
1WSC,pdb1wsc.ent.gz,A
6S5I,6S5I.pdb.gz,A
3KCM,pdb3kcm.ent.gz,A
3ERM,pdb3erm.ent.gz,A
7E15,pdb7e15.ent.gz,C
3GYQ,pdb3gyq.ent.gz,A
3FEW,pdb3few.ent.gz,X
7WC8,7WC8.pdb.gz,A
6Q20,pdb6q20.ent.gz,H
2I81,pdb2i81.ent.gz,A
3KCN,pdb3kcn.ent.gz,A
1M8N,pdb1m8n.ent.gz,A
7VQW,7VQW.pdb.gz,A
7OD1,pdb7od1.ent.gz,A
1U8S,pdb1u8s.ent.gz,A
3O5Y,pdb3o5y.ent.gz,A
2GSC,pdb2gsc.ent.gz,A
4L22,pdb4l22.ent.gz,A
5ZIK,pdb5zik.ent.gz,A
5K5D,pdb5k5d.ent.gz,A
2X9C,pdb2x9c.ent.gz,A
4BI9,pdb4bi9.ent.gz,A
3X02,pdb3x02.ent.gz,A
5JYM,pdb5jym.ent.gz,B
6WM9,pdb6wm9.ent.gz,B
2I75,pdb2i75.ent.gz,A
1KNZ,pdb1knz.ent.gz,A
3KZH,pdb3kzh.ent.gz,A
2VD3,pdb2vd3.ent.gz,A
7QHY,7QHY.pdb.gz,A
4MHV,pdb4mhv.ent.gz,A
2NZT,pdb2nzt.ent.gz,A
8B27,8B27.pdb.gz,A
3QLL,pdb3qll.ent.gz,A
7TOK,7TOK.pdb.gz,A
3B0Z,pdb3b0z.ent.gz,B
3B0Z,pdb3b0z.ent.gz,A
3EQ5,pdb3eq5.ent.gz,A
1TC3,pdb1tc3.ent.gz,C
2GK0,pdb2gk0.ent.gz,B
5H6I,pdb5h6i.ent.gz,A
3TQM,pdb3tqm.ent.gz,A
4W91,pdb4w91.ent.gz,A
3BGH,pdb3bgh.ent.gz,A
7N4D,pdb7n4d.ent.gz,A
4QLO,pdb4qlo.ent.gz,A
3QIR,pdb3qir.ent.gz,A
2FOT,pdb2fot.ent.gz,C
4R0M,pdb4r0m.ent.gz,A
2H21,pdb2h21.ent.gz,A
7OBN,7OBN.pdb.gz,A
7LGO,pdb7lgo.ent.gz,A
4YU3,pdb4yu3.ent.gz,B
4YU3,pdb4yu3.ent.gz,A
4DUP,pdb4dup.ent.gz,A
6F6P,pdb6f6p.ent.gz,A
2GNX,pdb2gnx.ent.gz,A
8F09,8F09.pdb.gz,A
3VDP,pdb3vdp.ent.gz,A
5EFX,pdb5efx.ent.gz,A
5CAX,pdb5cax.ent.gz,A
5HCF,pdb5hcf.ent.gz,A
4H7L,pdb4h7l.ent.gz,A
7QYZ,7QYZ.pdb.gz,A
5KMX,pdb5kmx.ent.gz,A
6VLK,pdb6vlk.ent.gz,A
3S2W,pdb3s2w.ent.gz,A
6Q9M,pdb6q9m.ent.gz,A
3SYX,pdb3syx.ent.gz,A
6Z1E,pdb6z1e.ent.gz,A
6MCA,pdb6mca.ent.gz,A
6J3E,pdb6j3e.ent.gz,A
6LN0,pdb6ln0.ent.gz,A
5VYM,pdb5vym.ent.gz,A
3TR3,pdb3tr3.ent.gz,A
5KAG,pdb5kag.ent.gz,A
3UGS,pdb3ugs.ent.gz,A
7JZK,pdb7jzk.ent.gz,B
7JZK,pdb7jzk.ent.gz,A
6DG0,pdb6dg0.ent.gz,A
4IOX,pdb4iox.ent.gz,A
6MQE,pdb6mqe.ent.gz,A
6MQE,pdb6mqe.ent.gz,B
4BIH,pdb4bih.ent.gz,A
7DL8,pdb7dl8.ent.gz,A
5AX7,pdb5ax7.ent.gz,A
2F1L,pdb2f1l.ent.gz,A
4ZHP,pdb4zhp.ent.gz,A
1LPB,pdb1lpb.ent.gz,B
1LPB,pdb1lpb.ent.gz,A
7XKY,7XKY.pdb.gz,A
2UX0,pdb2ux0.ent.gz,A
2IQT,pdb2iqt.ent.gz,A
5XFT,pdb5xft.ent.gz,A
3R4K,pdb3r4k.ent.gz,A
4LIR,pdb4lir.ent.gz,A
2AJR,pdb2ajr.ent.gz,A
3F1Z,pdb3f1z.ent.gz,A
6VHI,pdb6vhi.ent.gz,A
3CTV,pdb3ctv.ent.gz,A
6R2H,pdb6r2h.ent.gz,A
3D3O,pdb3d3o.ent.gz,A
6FYV,pdb6fyv.ent.gz,A
5IFS,pdb5ifs.ent.gz,A
4PH1,pdb4ph1.ent.gz,A
2W9M,pdb2w9m.ent.gz,A
4ZAD,pdb4zad.ent.gz,A
3USU,pdb3usu.ent.gz,A
3KK7,pdb3kk7.ent.gz,A
3SLT,pdb3slt.ent.gz,A
3HE4,pdb3he4.ent.gz,A
3HE4,pdb3he4.ent.gz,B
7ULA,7ULA.pdb.gz,A
7ULA,7ULA.pdb.gz,B
5W36,pdb5w36.ent.gz,A
2HOE,pdb2hoe.ent.gz,A
6QGI,pdb6qgi.ent.gz,A
5UJS,pdb5ujs.ent.gz,A
4IM9,pdb4im9.ent.gz,A
6XYS,pdb6xys.ent.gz,A
3S30,pdb3s30.ent.gz,A
2QEA,pdb2qea.ent.gz,A
8DT0,8DT0.pdb.gz,A
6V02,pdb6v02.ent.gz,A
4D48,pdb4d48.ent.gz,A
3DLI,pdb3dli.ent.gz,A
5FMA,pdb5fma.ent.gz,A
4M59,pdb4m59.ent.gz,A
5J7K,pdb5j7k.ent.gz,A
3DZB,pdb3dzb.ent.gz,A
1SFN,pdb1sfn.ent.gz,A
4ZGS,pdb4zgs.ent.gz,A
5WCC,pdb5wcc.ent.gz,A
6EI6,pdb6ei6.ent.gz,A
2GM3,pdb2gm3.ent.gz,A
6OED,pdb6oed.ent.gz,A
5CBK,pdb5cbk.ent.gz,A
7QLR,7QLR.pdb.gz,A
3WD8,pdb3wd8.ent.gz,A
5JD6,pdb5jd6.ent.gz,A
5HVO,pdb5hvo.ent.gz,A
7KL8,pdb7kl8.ent.gz,A
6L1Y,pdb6l1y.ent.gz,A
7LAT,7LAT.pdb.gz,A
4ZAS,pdb4zas.ent.gz,A
5JZE,pdb5jze.ent.gz,A
5KSW,pdb5ksw.ent.gz,B
5MS2,pdb5ms2.ent.gz,A
8EWO,8EWO.pdb.gz,A
2X9A,pdb2x9a.ent.gz,A
6S67,pdb6s67.ent.gz,A
4KI5,pdb4ki5.ent.gz,E
4KI5,pdb4ki5.ent.gz,C
6QWV,pdb6qwv.ent.gz,A
5IW9,pdb5iw9.ent.gz,A
3BUJ,pdb3buj.ent.gz,A
6JBT,pdb6jbt.ent.gz,H
4FM3,pdb4fm3.ent.gz,A
5EVY,pdb5evy.ent.gz,X
8D58,8D58.pdb.gz,B
6IPA,pdb6ipa.ent.gz,A
6WRV,pdb6wrv.ent.gz,C
3V47,pdb3v47.ent.gz,C
3CWQ,pdb3cwq.ent.gz,A
6ALL,pdb6all.ent.gz,A
6ZD1,pdb6zd1.ent.gz,A
6K6R,pdb6k6r.ent.gz,A
4RDR,pdb4rdr.ent.gz,A
4CC9,pdb4cc9.ent.gz,B
3VF1,pdb3vf1.ent.gz,A
5O76,pdb5o76.ent.gz,E
6PBZ,pdb6pbz.ent.gz,A
6EMI,pdb6emi.ent.gz,A
6LOS,pdb6los.ent.gz,A
4UZY,pdb4uzy.ent.gz,A
4UZY,pdb4uzy.ent.gz,B
4NNZ,pdb4nnz.ent.gz,A
7ATL,7ATL.pdb.gz,AAA
6DXP,pdb6dxp.ent.gz,A
6SU8,pdb6su8.ent.gz,A
4Q1V,pdb4q1v.ent.gz,A
4MAF,pdb4maf.ent.gz,A
6II7,pdb6ii7.ent.gz,A
2OZ8,pdb2oz8.ent.gz,A
5DYN,pdb5dyn.ent.gz,B
5DYN,pdb5dyn.ent.gz,A
4KAQ,pdb4kaq.ent.gz,L
4O8T,pdb4o8t.ent.gz,A
2JF7,pdb2jf7.ent.gz,A
7V8T,7V8T.pdb.gz,A
7PRL,7PRL.pdb.gz,A
5K3H,pdb5k3h.ent.gz,A
7X2Y,7X2Y.pdb.gz,A
3E8L,pdb3e8l.ent.gz,C
4GBS,pdb4gbs.ent.gz,A
5NL7,pdb5nl7.ent.gz,A
2J63,pdb2j63.ent.gz,A
4EDW,pdb4edw.ent.gz,H
7QFK,7QFK.pdb.gz,A
6Y04,pdb6y04.ent.gz,A
7P5O,7P5O.pdb.gz,A
5VYV,pdb5vyv.ent.gz,A
1Y8O,pdb1y8o.ent.gz,A
6GFL,pdb6gfl.ent.gz,A
4BOF,pdb4bof.ent.gz,A
3BCG,pdb3bcg.ent.gz,A
6OAU,pdb6oau.ent.gz,A
7Y0V,7Y0V.pdb.gz,H
6OAU,pdb6oau.ent.gz,C
2YY8,pdb2yy8.ent.gz,A
5CER,pdb5cer.ent.gz,A
5W39,pdb5w39.ent.gz,A
5KBN,pdb5kbn.ent.gz,A
5KBN,pdb5kbn.ent.gz,C
2BMM,pdb2bmm.ent.gz,A
5OES,pdb5oes.ent.gz,A
3RHI,pdb3rhi.ent.gz,A
4QN1,pdb4qn1.ent.gz,A
6I9S,pdb6i9s.ent.gz,A
2P2E,pdb2p2e.ent.gz,A
7D27,pdb7d27.ent.gz,A
3L4J,pdb3l4j.ent.gz,A
5XOB,pdb5xob.ent.gz,Z
7JVH,pdb7jvh.ent.gz,A
7RGR,pdb7rgr.ent.gz,A
3I3C,pdb3i3c.ent.gz,A
7XTO,7XTO.pdb.gz,A
2C7W,pdb2c7w.ent.gz,A
3X27,pdb3x27.ent.gz,A
3L9D,pdb3l9d.ent.gz,A
4ILL,pdb4ill.ent.gz,A
7US1,7US1.pdb.gz,A
4D9L,pdb4d9l.ent.gz,H
6IQ1,pdb6iq1.ent.gz,A
6ELD,pdb6eld.ent.gz,A
5JNB,pdb5jnb.ent.gz,E
5W45,pdb5w45.ent.gz,A
6ANW,pdb6anw.ent.gz,A
4RZ0,pdb4rz0.ent.gz,A
5UIC,pdb5uic.ent.gz,A
4ZXA,pdb4zxa.ent.gz,W
4ZXA,pdb4zxa.ent.gz,A
4INA,pdb4ina.ent.gz,A
3OP1,pdb3op1.ent.gz,A
1YDW,pdb1ydw.ent.gz,A
4N04,pdb4n04.ent.gz,A
3K2K,pdb3k2k.ent.gz,A
6VOQ,pdb6voq.ent.gz,A
4JQT,pdb4jqt.ent.gz,A
4BIN,pdb4bin.ent.gz,A
3SKV,pdb3skv.ent.gz,A
3F4B,pdb3f4b.ent.gz,A
4LB8,pdb4lb8.ent.gz,A
4G4S,pdb4g4s.ent.gz,O
4G4S,pdb4g4s.ent.gz,P
5VFY,pdb5vfy.ent.gz,A
7QST,7QST.pdb.gz,A
6LYI,pdb6lyi.ent.gz,A
6G26,pdb6g26.ent.gz,E
7V3K,7V3K.pdb.gz,A
2D0V,pdb2d0v.ent.gz,A
5L9S,pdb5l9s.ent.gz,A
1VR0,pdb1vr0.ent.gz,A
5V1B,pdb5v1b.ent.gz,A
2D0V,pdb2d0v.ent.gz,B
3VYW,pdb3vyw.ent.gz,A
5EJD,pdb5ejd.ent.gz,A
7CX7,pdb7cx7.ent.gz,A
6GTQ,pdb6gtq.ent.gz,A
6GTQ,pdb6gtq.ent.gz,C
4YOM,pdb4yom.ent.gz,A
6LPF,pdb6lpf.ent.gz,A
5D50,pdb5d50.ent.gz,A
7RT7,7RT7.pdb.gz,A
6GJQ,pdb6gjq.ent.gz,B
7RT7,7RT7.pdb.gz,C
5D50,pdb5d50.ent.gz,E
2WP4,pdb2wp4.ent.gz,A
4IGL,pdb4igl.ent.gz,B
5JA8,pdb5ja8.ent.gz,B
3IHG,pdb3ihg.ent.gz,A
5CKW,pdb5ckw.ent.gz,A
4E16,pdb4e16.ent.gz,A
4NCC,pdb4ncc.ent.gz,2
5DCP,pdb5dcp.ent.gz,A
2Q7F,pdb2q7f.ent.gz,A
3G8R,pdb3g8r.ent.gz,A
4QXZ,pdb4qxz.ent.gz,A
4Z9E,pdb4z9e.ent.gz,A
2VEQ,pdb2veq.ent.gz,A
5AAM,pdb5aam.ent.gz,A
4L0R,pdb4l0r.ent.gz,A
3RIM,pdb3rim.ent.gz,A
7PB4,7PB4.pdb.gz,I
7PB4,7PB4.pdb.gz,K
7PB4,7PB4.pdb.gz,H
1V47,pdb1v47.ent.gz,A
3I4T,pdb3i4t.ent.gz,A
3GW4,pdb3gw4.ent.gz,A
7BYJ,pdb7byj.ent.gz,A
3LUQ,pdb3luq.ent.gz,A
3NNR,pdb3nnr.ent.gz,A
4OX0,pdb4ox0.ent.gz,A
2GP4,pdb2gp4.ent.gz,A
7RDN,7RDN.pdb.gz,A
7O9I,7O9I.pdb.gz,A
1EJF,pdb1ejf.ent.gz,A
4L2W,pdb4l2w.ent.gz,A
2Z0V,pdb2z0v.ent.gz,A
7QV0,7QV0.pdb.gz,A
7QV0,7QV0.pdb.gz,D
1F52,pdb1f52.ent.gz,A
6W40,pdb6w40.ent.gz,A
2FPN,pdb2fpn.ent.gz,A
6LZ4,pdb6lz4.ent.gz,A
6LZ4,pdb6lz4.ent.gz,B
6FH4,pdb6fh4.ent.gz,A
7S2R,7S2R.pdb.gz,B
7AQH,pdb7aqh.ent.gz,A
4C9G,pdb4c9g.ent.gz,A
6U08,pdb6u08.ent.gz,A
6U08,pdb6u08.ent.gz,B
6ZZA,pdb6zza.ent.gz,A
4ZWN,pdb4zwn.ent.gz,A
6A6Y,pdb6a6y.ent.gz,A
6APX,pdb6apx.ent.gz,B
5YVU,pdb5yvu.ent.gz,A
3R03,pdb3r03.ent.gz,A
6U8J,pdb6u8j.ent.gz,A
4KYZ,pdb4kyz.ent.gz,A
6AT7,pdb6at7.ent.gz,A
3PAO,pdb3pao.ent.gz,A
3ZL5,pdb3zl5.ent.gz,A
7M4S,7M4S.pdb.gz,A
5Z5K,pdb5z5k.ent.gz,B
5NKM,pdb5nkm.ent.gz,A
5NKM,pdb5nkm.ent.gz,B
5GQ1,pdb5gq1.ent.gz,A
6LVW,pdb6lvw.ent.gz,A
5IZU,pdb5izu.ent.gz,A
5FIF,pdb5fif.ent.gz,A
4REG,pdb4reg.ent.gz,A
3K63,pdb3k63.ent.gz,A
7EC0,pdb7ec0.ent.gz,A
6JDK,pdb6jdk.ent.gz,A
3ULS,pdb3uls.ent.gz,B
5WI2,pdb5wi2.ent.gz,A
4JJT,pdb4jjt.ent.gz,A
3P86,pdb3p86.ent.gz,A
5LDD,pdb5ldd.ent.gz,B
5LDD,pdb5ldd.ent.gz,C
5LDD,pdb5ldd.ent.gz,A
6LBK,pdb6lbk.ent.gz,A
3TXN,pdb3txn.ent.gz,A
4YXZ,pdb4yxz.ent.gz,A
5WLS,pdb5wls.ent.gz,A
6BDC,pdb6bdc.ent.gz,A
5AA5,pdb5aa5.ent.gz,C
5AA5,pdb5aa5.ent.gz,A
4NFA,pdb4nfa.ent.gz,A
5E53,pdb5e53.ent.gz,A
5XEB,pdb5xeb.ent.gz,A
5CEE,pdb5cee.ent.gz,A
4CAG,pdb4cag.ent.gz,A
3TY6,pdb3ty6.ent.gz,A
5W59,pdb5w59.ent.gz,B
4HT1,pdb4ht1.ent.gz,H
4HT1,pdb4ht1.ent.gz,L
4HT1,pdb4ht1.ent.gz,T
4MP4,pdb4mp4.ent.gz,A
4CO6,pdb4co6.ent.gz,A
4CO6,pdb4co6.ent.gz,D
3CT4,pdb3ct4.ent.gz,A
3LD1,pdb3ld1.ent.gz,A
6SSS,pdb6sss.ent.gz,A
5F4B,pdb5f4b.ent.gz,A
4FGC,pdb4fgc.ent.gz,A
7XIV,7XIV.pdb.gz,A
4M6T,pdb4m6t.ent.gz,A
2B5O,pdb2b5o.ent.gz,A
6G77,pdb6g77.ent.gz,A
3KVN,pdb3kvn.ent.gz,A
6C7Y,pdb6c7y.ent.gz,B
7P0H,7P0H.pdb.gz,A
5WY4,pdb5wy4.ent.gz,A
6LQK,pdb6lqk.ent.gz,A
6N9A,pdb6n9a.ent.gz,D
6N9A,pdb6n9a.ent.gz,B
6N9A,pdb6n9a.ent.gz,E
1G99,pdb1g99.ent.gz,A
1ITH,pdb1ith.ent.gz,A
1PYA,pdb1pya.ent.gz,B
1F97,pdb1f97.ent.gz,A
1HLB,pdb1hlb.ent.gz,A
1PYA,pdb1pya.ent.gz,A
3FYS,pdb3fys.ent.gz,A
3R4T,pdb3r4t.ent.gz,A
4EGW,pdb4egw.ent.gz,A
1CYG,pdb1cyg.ent.gz,A
1CP9,pdb1cp9.ent.gz,B
1CP9,pdb1cp9.ent.gz,A
2PLH,pdb2plh.ent.gz,A
4TSK,pdb4tsk.ent.gz,A
1BW0,pdb1bw0.ent.gz,A
2X06,pdb2x06.ent.gz,A
1LDN,pdb1ldn.ent.gz,A
1HJR,pdb1hjr.ent.gz,A
2OQC,pdb2oqc.ent.gz,A
6D6K,pdb6d6k.ent.gz,A
2XSJ,pdb2xsj.ent.gz,A
2XSJ,pdb2xsj.ent.gz,B
2XSJ,pdb2xsj.ent.gz,C
7XKG,7XKG.pdb.gz,A
1FUI,pdb1fui.ent.gz,A
1L2U,pdb1l2u.ent.gz,A
1BZ7,pdb1bz7.ent.gz,B
4Y19,pdb4y19.ent.gz,D
6SDF,pdb6sdf.ent.gz,A
6EMY,pdb6emy.ent.gz,A
5C8C,pdb5c8c.ent.gz,B
5C8C,pdb5c8c.ent.gz,A
5C8C,pdb5c8c.ent.gz,C
1IKF,pdb1ikf.ent.gz,H
6SM2,pdb6sm2.ent.gz,A
4YPJ,pdb4ypj.ent.gz,A
1GYT,pdb1gyt.ent.gz,A
6LCJ,pdb6lcj.ent.gz,A
5VMT,pdb5vmt.ent.gz,A
1HDG,pdb1hdg.ent.gz,O
4NIK,pdb4nik.ent.gz,B
2Q4K,pdb2q4k.ent.gz,A
5ZY9,pdb5zy9.ent.gz,C
1BT3,pdb1bt3.ent.gz,A
3HWC,pdb3hwc.ent.gz,A
7EXX,7EXX.pdb.gz,A
1A0C,pdb1a0c.ent.gz,A
5T9X,pdb5t9x.ent.gz,A
1HDR,pdb1hdr.ent.gz,A
4R3U,pdb4r3u.ent.gz,A
6CAU,pdb6cau.ent.gz,A
3MML,pdb3mml.ent.gz,B
4R3U,pdb4r3u.ent.gz,C
5KNI,pdb5kni.ent.gz,A
4TX3,pdb4tx3.ent.gz,B
3NAP,pdb3nap.ent.gz,C
3NAP,pdb3nap.ent.gz,A
3NAP,pdb3nap.ent.gz,B
2F6S,pdb2f6s.ent.gz,A
4KH3,pdb4kh3.ent.gz,A
4AMU,pdb4amu.ent.gz,A
2UYY,pdb2uyy.ent.gz,A
1I4N,pdb1i4n.ent.gz,A
4E4W,pdb4e4w.ent.gz,B
3Q7H,pdb3q7h.ent.gz,A
6K8K,pdb6k8k.ent.gz,A
7AJ0,pdb7aj0.ent.gz,A
4Q69,pdb4q69.ent.gz,A
4BFE,pdb4bfe.ent.gz,A
6K8K,pdb6k8k.ent.gz,C
7XCL,7XCL.pdb.gz,A
6I9G,pdb6i9g.ent.gz,A
1AXD,pdb1axd.ent.gz,A
3ZVK,pdb3zvk.ent.gz,A
4EIG,pdb4eig.ent.gz,B
3ZVK,pdb3zvk.ent.gz,E
2F3C,pdb2f3c.ent.gz,I
4G5E,pdb4g5e.ent.gz,A
5L3R,pdb5l3r.ent.gz,A
2CB4,pdb2cb4.ent.gz,A
7P8E,7P8E.pdb.gz,A
1VFF,pdb1vff.ent.gz,A
1IGJ,pdb1igj.ent.gz,B
3MP2,pdb3mp2.ent.gz,A
1DU5,pdb1du5.ent.gz,A
4FFY,pdb4ffy.ent.gz,H
4FFY,pdb4ffy.ent.gz,L
4DNH,pdb4dnh.ent.gz,A
4H09,pdb4h09.ent.gz,A
7NMU,7NMU.pdb.gz,CCC
1BQY,pdb1bqy.ent.gz,A
1R61,pdb1r61.ent.gz,A
1IXX,pdb1ixx.ent.gz,A
1PP2,pdb1pp2.ent.gz,L
6QVM,pdb6qvm.ent.gz,A
1LRW,pdb1lrw.ent.gz,A
1E5D,pdb1e5d.ent.gz,A
1DXH,pdb1dxh.ent.gz,A
1PFF,pdb1pff.ent.gz,A
4UXD,pdb4uxd.ent.gz,A
2Y1H,pdb2y1h.ent.gz,A
1CIC,pdb1cic.ent.gz,B
3JS9,pdb3js9.ent.gz,A
5UBM,pdb5ubm.ent.gz,I
1LRW,pdb1lrw.ent.gz,B
3MYW,pdb3myw.ent.gz,I
4ISS,pdb4iss.ent.gz,A
1I0A,pdb1i0a.ent.gz,A
1JQG,pdb1jqg.ent.gz,A
3OBK,pdb3obk.ent.gz,A
4X8I,pdb4x8i.ent.gz,A
4DA9,pdb4da9.ent.gz,A
3T7B,pdb3t7b.ent.gz,A
4LHB,pdb4lhb.ent.gz,A
4R8O,pdb4r8o.ent.gz,A
6F8S,pdb6f8s.ent.gz,B
5Y6Q,pdb5y6q.ent.gz,C
3IF2,pdb3if2.ent.gz,A
4Q1Z,pdb4q1z.ent.gz,A
1OLP,pdb1olp.ent.gz,A
5Y6Q,pdb5y6q.ent.gz,B
3SC4,pdb3sc4.ent.gz,A
3IDX,pdb3idx.ent.gz,H
3K32,pdb3k32.ent.gz,A
5Y6Q,pdb5y6q.ent.gz,A
1GD6,pdb1gd6.ent.gz,A
1TMO,pdb1tmo.ent.gz,A
3G6S,pdb3g6s.ent.gz,A
